ICD10 Code,UCOD_Rec,UCOD_Ent,Contrib_Rec,Contrib_Ent,Match Type,Rule,Cause,RuleName,Occurrences
K256,634,5,275,26,hash,K25,Digestive,K25 (Gastric ulcer),940
K257,81,90,429,817,hash,K25,Digestive,K25 (Gastric ulcer),1417
K259,2747,1397,9597,25880,hash,K25,Digestive,K25 (Gastric ulcer),39621
K260,204,16,171,51,hash,K26,Digestive,K26 (Duodenal ulcer),442
K261,109,56,73,76,hash,K26,Digestive,K26 (Duodenal ulcer),314
K262,22,1,8,1,hash,K26,Digestive,K26 (Duodenal ulcer),32
K263,56,131,79,387,hash,K26,Digestive,K26 (Duodenal ulcer),653
K264,11503,874,7461,3448,hash,K26,Digestive,K26 (Duodenal ulcer),23286
K2641,0,0,1,0,hash,K26,Digestive,K26 (Duodenal ulcer),1
K265,12986,5103,8164,17851,hash,K26,Digestive,K26 (Duodenal ulcer),44104
K266,1067,6,609,30,hash,K26,Digestive,K26 (Duodenal ulcer),1712
K267,45,118,211,568,hash,K26,Digestive,K26 (Duodenal ulcer),942
K269,2674,1313,6964,24148,hash,K26,Digestive,K26 (Duodenal ulcer),35099
K270,73,1,59,7,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",140
K271,18,10,11,20,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",59
K272,4,0,2,1,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",7
K273,24,29,52,185,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",290
K274,10830,390,7574,2161,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",20955
K275,4251,1668,2713,5598,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",14230
K2751,0,0,1,0,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",1
K276,399,5,211,19,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",634
K277,73,61,548,1040,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",1722
K279,3267,1230,21675,42333,hash,K27,Digestive,"K27 (Peptic ulcer, site unspecified)",68505
K280,10,1,6,3,hash,K28,Digestive,K28 (Gastrojejunal ulcer),20
K281,1,0,0,1,hash,K28,Digestive,K28 (Gastrojejunal ulcer),2
K283,5,2,4,20,hash,K28,Digestive,K28 (Gastrojejunal ulcer),31
K284,483,23,420,70,hash,K28,Digestive,K28 (Gastrojejunal ulcer),996
K285,131,40,91,167,hash,K28,Digestive,K28 (Gastrojejunal ulcer),429
K2851,0,0,1,0,hash,K28,Digestive,K28 (Gastrojejunal ulcer),1
K286,23,2,10,3,hash,K28,Digestive,K28 (Gastrojejunal ulcer),38
K287,10,6,32,51,hash,K28,Digestive,K28 (Gastrojejunal ulcer),99
K289,246,99,390,1388,hash,K28,Digestive,K28 (Gastrojejunal ulcer),2123
K290,358,67,380,211,hash,K290,Digestive,K29.0 (Acute haemorrhagic gastritis),1016
K291,168,90,437,1004,hash,K291,Digestive,K29.1 (Other acute gastritis),1699
K292,709,38,311,547,hash,K292,Alcohol-related,K29.2 (Alcoholic gastritis),1605
K2921,0,0,1,0,hash,K292,Alcohol-related,K29.2 (Alcoholic gastritis),1
K293,0,0,4,4,hash,K293,Digestive,K29.3 (Chronic superficial gastritis),8
K294,84,11,168,243,hash,K294,Digestive,K29.4 (Chronic atrophic gastritis),506
K295,415,41,1372,1777,hash,K295,Digestive,"K29.5 (Chronic gastritis, unspecified)",3605
K296,1234,417,2738,3692,hash,K296,Digestive,K29.6 (Other gastritis),8081
K2961,0,0,1,0,hash,K296,Digestive,K29.6 (Other gastritis),1
K297,2766,343,12267,15034,hash,K297,Digestive,"K29.7 (Gastritis, unspecified)",30410
K298,353,74,1196,1478,hash,K298,Digestive,K29.8 (Duodenitis),3101
K299,60,14,116,173,hash,K299,Digestive,"K29.9 (Gastroduodenitis, unspecified)",363
K30,141,29,805,918,hash,K30,Digestive,K30 (Dyspepsia),1893
K310,21,15,58,62,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),156
K311,2522,2594,9936,10001,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),25053
K312,5,3,11,13,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),32
K313,1,0,7,8,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),16
K314,35,13,60,82,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),190
K315,347,403,1990,1950,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),4690
K316,508,171,1577,1940,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),4196
K317,132,12,235,360,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),739
K318,8457,4747,19295,25964,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),58463
K319,3895,910,10686,15687,hash,K31,Digestive,K31 (Other diseases of stomach and duodenum),31178
K350,2081,477,1226,2754,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),6538
K351,107,11,157,240,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),515
K352,323,0,18,1,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),342
K353,363,36,224,331,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),954
K358,3536,1088,2413,5362,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),12399
K3581,0,0,1,0,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),1
K359,619,230,614,1040,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),2503
K36,39,11,58,86,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),194
K37,1586,486,2728,4451,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),9251
K381,7,0,6,13,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),26
K382,1,0,2,3,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),6
K383,2,0,7,9,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),18
K388,15,3,24,36,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),78
K389,67,11,153,230,hash,K35-K38,Digestive,K35-K38 (Diseases of appendix),461
K400,59,4,17,29,hash,K40-K46,Digestive,K40-K46 (Hernia),109
K401,5,1,2,0,hash,K40-K46,Digestive,K40-K46 (Hernia),8
K402,57,12,174,271,hash,K40-K46,Digestive,K40-K46 (Hernia),514
K403,4510,749,1576,4484,hash,K40-K46,Digestive,K40-K46 (Hernia),11319
K404,349,2,10,16,hash,K40-K46,Digestive,K40-K46 (Hernia),377
K409,889,151,2382,4652,hash,K40-K46,Digestive,K40-K46 (Hernia),8074
K410,1,0,2,3,hash,K40-K46,Digestive,K40-K46 (Hernia),6
K412,0,0,1,1,hash,K40-K46,Digestive,K40-K46 (Hernia),2
K413,724,104,276,855,hash,K40-K46,Digestive,K40-K46 (Hernia),1959
K414,80,1,1,6,hash,K40-K46,Digestive,K40-K46 (Hernia),88
K419,61,13,85,313,hash,K40-K46,Digestive,K40-K46 (Hernia),472
K420,1538,310,721,1761,hash,K40-K46,Digestive,K40-K46 (Hernia),4330
K4201,0,0,1,0,hash,K40-K46,Digestive,K40-K46 (Hernia),1
K421,152,1,7,10,hash,K40-K46,Digestive,K40-K46 (Hernia),170
K429,373,70,1005,1780,hash,K40-K46,Digestive,K40-K46 (Hernia),3228
K430,5513,782,1790,4642,hash,K40-K46,Digestive,K40-K46 (Hernia),12727
K431,490,2,11,22,hash,K40-K46,Digestive,K40-K46 (Hernia),525
K439,2483,317,3629,8675,hash,K40-K46,Digestive,K40-K46 (Hernia),15104
K440,2290,298,622,1213,hash,K40-K46,Digestive,K40-K46 (Hernia),4423
K441,142,4,13,15,hash,K40-K46,Digestive,K40-K46 (Hernia),174
K449,9854,1065,12121,23036,hash,K40-K46,Digestive,K40-K46 (Hernia),46076
K4491,0,0,1,0,hash,K40-K46,Digestive,K40-K46 (Hernia),1
K450,172,22,42,125,hash,K40-K46,Digestive,K40-K46 (Hernia),361
K451,10,0,0,0,hash,K40-K46,Digestive,K40-K46 (Hernia),10
K458,59,14,256,390,hash,K40-K46,Digestive,K40-K46 (Hernia),719
K460,7911,1222,3032,8087,hash,K40-K46,Digestive,K40-K46 (Hernia),20252
K461,811,5,27,37,hash,K40-K46,Digestive,K40-K46 (Hernia),880
K469,3754,951,5407,11923,hash,K40-K46,Digestive,K40-K46 (Hernia),22035
K4691,0,0,1,0,hash,K40-K46,Digestive,K40-K46 (Hernia),1
K500,135,42,140,253,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),570
K501,432,104,637,989,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),2162
K508,14,3,16,8,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),41
K509,12773,3143,26858,36823,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),79597
K5091,0,0,2,0,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),2
K510,229,78,156,309,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),772
K511,0,1,1,0,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),2
K512,46,11,130,165,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),352
K513,22,4,23,41,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),90
K514,1,0,3,4,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),8
K515,14,4,11,21,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),50
K518,33,11,26,48,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),118
K519,7139,1616,18538,24204,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),51497
K5191,0,0,3,0,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),3
K520,253,26,1906,2147,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),4332
K521,238,144,391,493,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),1266
K522,9,2,30,36,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),77
K523,12,1,8,19,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),40
K528,307,92,1002,1232,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),2633
K529,16452,8533,40279,51348,hash,K50-K52,Digestive,K50-K52 (Noninfective enteritis and colitis),116612
K550,38596,30727,40196,53614,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),163133
K5501,0,0,1,0,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1
K551,4782,1156,4317,8076,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),18331
K552,787,111,1359,2043,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),4300
K558,60,36,61,87,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),244
K559,126174,89224,116544,173055,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),504997
K5591,0,0,8,0,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),8
K560,1684,887,3497,4372,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),10440
K561,735,333,699,1124,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),2891
K5611,0,0,1,0,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1
K562,13545,5063,8659,18634,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),45901
K563,520,83,258,516,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1377
K564,2018,282,3987,5811,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),12098
K565,6406,511,5325,2646,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),14888
K5651,0,0,2,0,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),2
K566,102292,90451,183554,214989,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),591286
K5661,0,0,2,0,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),2
K567,8278,3291,27857,33458,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),72884
K570,226,16,48,118,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),408
K571,319,78,200,600,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1197
K572,5998,877,1090,3853,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),11818
K573,2958,791,3137,7956,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),14842
K574,16,6,0,6,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),28
K575,3,1,3,9,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),16
K578,27437,3105,6795,14419,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),51756
K579,26885,7081,32627,73718,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),140311
K580,45,0,100,8,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),153
K589,433,66,5997,6515,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),13011
K590,3586,337,15305,18703,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),37931
K591,3,0,7,10,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),20
K592,116,20,625,723,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1484
K593,4453,3150,8398,10013,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),26014
K594,0,0,8,8,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),16
K598,568,137,821,1259,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),2785
K599,236,66,415,614,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1331
K600,0,0,3,3,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),6
K601,1,0,6,7,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),14
K602,31,2,102,132,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),267
K603,69,5,290,356,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),720
K604,221,51,887,1066,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),2225
K605,6,1,43,48,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),98
K610,242,48,442,649,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1381
K6101,0,0,1,0,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1
K611,1529,377,2308,3542,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),7756
K612,25,6,20,40,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),91
K613,58,14,71,120,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),263
K620,1,0,9,10,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),20
K621,29,2,120,147,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),298
K622,3,0,6,9,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),18
K623,610,69,1170,1746,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),3595
K624,134,32,431,539,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),1136
K625,3027,2151,8606,9702,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),23486
K626,374,31,626,981,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),2012
K627,95,2,1058,1154,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),2309
K628,858,260,1492,2112,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),4722
K629,2167,714,3531,5225,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),11637
K630,785,375,3228,8110,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),12498
K631,48721,36884,84045,108136,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),277786
K6310,0,2,0,2,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),4
K6311,0,0,8,0,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),8
K632,3978,1391,11982,14764,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),32115
K633,785,97,991,1696,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),3569
K634,33,5,65,92,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),195
K635,622,45,3371,3968,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),8006
K638,2447,1519,6099,7098,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),17163
K639,10090,3330,17671,46134,hash,K55-K63,Digestive,K55-K63 (Other diseases of intestines),77225
K650,16798,18573,60075,64369,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),159815
K6501,0,0,3,0,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),3
K658,391,450,1369,1488,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),3698
K659,15935,23742,62285,64519,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),166481
K6591,0,0,2,0,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),2
K660,1336,148,3574,13579,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),18637
K661,4776,5618,11206,10556,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),32156
K6611,0,0,6,0,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),6
K668,2954,2464,6643,7205,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),19266
K6681,0,0,2,0,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),2
K669,782,398,1940,2421,hash,K65-K66,Digestive,K65-K66 (Diseases of peritoneum),5541
K700,9408,1797,8807,1811,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),21823
K7001,0,0,7,0,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),7
K701,25127,5621,8311,25153,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),64212
K7011,0,0,11,0,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),11
K702,247,10,381,29,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),667
K703,294121,58333,84469,156771,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),593694
K7031,0,0,40,0,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),40
K704,30861,2206,22050,2484,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),57601
K7041,0,0,9,0,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),9
K709,47971,11555,24953,39536,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),124015
K7091,0,0,7,0,hash,K70,Alcohol-related,K70 (Alcoholic liver disease),7
K710,12,2,18,11,hash,K71,Digestive,K71 (Toxic liver disease),43
K711,88,78,163,127,hash,K71,Digestive,K71 (Toxic liver disease),456
K712,0,0,1,1,hash,K71,Digestive,K71 (Toxic liver disease),2
K713,4,0,0,0,hash,K71,Digestive,K71 (Toxic liver disease),4
K714,1,0,0,1,hash,K71,Digestive,K71 (Toxic liver disease),2
K715,20,0,9,0,hash,K71,Digestive,K71 (Toxic liver disease),29
K716,118,26,232,289,hash,K71,Digestive,K71 (Toxic liver disease),665
K717,31,1,61,3,hash,K71,Digestive,K71 (Toxic liver disease),96
K718,23,5,44,13,hash,K71,Digestive,K71 (Toxic liver disease),85
K719,85,164,193,391,hash,K71,Digestive,K71 (Toxic liver disease),833
K720,12686,33041,59554,48918,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",154199
K7200,0,5,0,7,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",12
K7201,0,0,13,0,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",13
K721,2431,3640,14634,14809,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",35514
K7210,0,0,0,1,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",1
K7211,0,0,1,0,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",1
K729,73906,245685,425233,306816,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",1051640
K7290,0,1,0,19,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",20
K7291,0,0,20,0,hash,K72,Digestive,"K72 (Hepatic failure, not elsewhere classified)",20
K730,10,9,37,44,hash,K73,Digestive,"K73 (Chronic hepatitis, not elsewhere classified)",100
K731,0,0,4,4,hash,K73,Digestive,"K73 (Chronic hepatitis, not elsewhere classified)",8
K732,168,46,577,757,hash,K73,Digestive,"K73 (Chronic hepatitis, not elsewhere classified)",1548
K738,31,7,30,56,hash,K73,Digestive,"K73 (Chronic hepatitis, not elsewhere classified)",124
K739,1435,232,3725,5256,hash,K73,Digestive,"K73 (Chronic hepatitis, not elsewhere classified)",10648
K740,432,162,2490,3341,hash,K74,Digestive,K74 (Fibrosis and cirrhosis of liver),6425
K741,260,171,304,451,hash,K74,Digestive,K74 (Fibrosis and cirrhosis of liver),1186
K742,5,0,8,2,hash,K74,Digestive,K74 (Fibrosis and cirrhosis of liver),15
K743,8282,2735,3469,9069,hash,K74,Digestive,K74 (Fibrosis and cirrhosis of liver),23555
K744,83,148,379,317,hash,K74,Digestive,K74 (Fibrosis and cirrhosis of liver),927
K745,1968,875,1316,2420,hash,K74,Digestive,K74 (Fibrosis and cirrhosis of liver),6579
K746,369233,251218,437330,729776,hash,K74,Digestive,K74 (Fibrosis and cirrhosis of liver),1787557
K7461,0,0,17,0,hash,K74,Digestive,K74 (Fibrosis and cirrhosis of liver),17
K750,4172,1578,6966,9731,hash,K75,Digestive,K75 (Other inflammatory liver diseases),22447
